diagnosis_id,icd10_code,icd10_description,category,severity_level
840,I25.10.840,Atherosclerotic heart disease of native coronary artery (Variant #840),Cardiovascular,Severe
841,E11.9.841,Type 2 diabetes mellitus without complications (Variant #841),Endocrine,Moderate
842,C34.90.842,Malignant neoplasm of unspecified part of bronchus or lung (Variant #842),Oncology,Critical
843,J45.909.843,"Unspecified asthma, uncomplicated (Variant #843)",Respiratory,Moderate
844,F41.1.844,Generalized anxiety disorder (Variant #844),Mental Health,Moderate
845,I10.845,Essential (primary) hypertension (Variant #845),Cardiovascular,Mild
846,E11.9.846,Type 2 diabetes mellitus without complications (Variant #846),Endocrine,Moderate
847,I10.847,Essential (primary) hypertension (Variant #847),Cardiovascular,Mild
848,J06.9.848,"Acute upper respiratory infection, unspecified (Variant #848)",Respiratory,Mild
849,E78.5.849,"Hyperlipidemia, unspecified (Variant #849)",Endocrine,Mild
850,F41.1.850,Generalized anxiety disorder (Variant #850),Mental Health,Moderate
851,N39.0.851,"Urinary tract infection, site not specified (Variant #851)",Urological,Moderate
852,R07.9.852,"Chest pain, unspecified (Variant #852)",Cardiovascular,Severe
853,M54.5.853,"Low back pain, unspecified (Variant #853)",Musculoskeletal,Mild
854,G40.909.854,"Epilepsy, unspecified, not intractable (Variant #854)",Neurology,Severe
855,F41.1.855,Generalized anxiety disorder (Variant #855),Mental Health,Moderate
856,K21.9.856,Gastro-esophageal reflux disease without esophagitis (Variant #856),Gastrointestinal,Mild
857,J06.9.857,"Acute upper respiratory infection, unspecified (Variant #857)",Respiratory,Mild
858,E78.5.858,"Hyperlipidemia, unspecified (Variant #858)",Endocrine,Mild
859,M17.11.859,"Unspecified primary osteoarthritis, right knee (Variant #859)",Musculoskeletal,Moderate
860,R07.9.860,"Chest pain, unspecified (Variant #860)",Cardiovascular,Severe
861,I10.861,Essential (primary) hypertension (Variant #861),Cardiovascular,Mild
862,I25.10.862,Atherosclerotic heart disease of native coronary artery (Variant #862),Cardiovascular,Severe
863,R07.9.863,"Chest pain, unspecified (Variant #863)",Cardiovascular,Severe
864,M17.11.864,"Unspecified primary osteoarthritis, right knee (Variant #864)",Musculoskeletal,Moderate
865,R07.9.865,"Chest pain, unspecified (Variant #865)",Cardiovascular,Severe
866,G40.909.866,"Epilepsy, unspecified, not intractable (Variant #866)",Neurology,Severe
867,N39.0.867,"Urinary tract infection, site not specified (Variant #867)",Urological,Moderate
868,M54.5.868,"Low back pain, unspecified (Variant #868)",Musculoskeletal,Mild
869,R07.9.869,"Chest pain, unspecified (Variant #869)",Cardiovascular,Severe
870,G40.909.870,"Epilepsy, unspecified, not intractable (Variant #870)",Neurology,Severe
871,E78.5.871,"Hyperlipidemia, unspecified (Variant #871)",Endocrine,Mild
872,E11.9.872,Type 2 diabetes mellitus without complications (Variant #872),Endocrine,Moderate
873,I10.873,Essential (primary) hypertension (Variant #873),Cardiovascular,Mild
874,M17.11.874,"Unspecified primary osteoarthritis, right knee (Variant #874)",Musculoskeletal,Moderate
875,J18.9.875,"Pneumonia, unspecified organism (Variant #875)",Respiratory,Severe
876,C34.90.876,Malignant neoplasm of unspecified part of bronchus or lung (Variant #876),Oncology,Critical
877,J45.909.877,"Unspecified asthma, uncomplicated (Variant #877)",Respiratory,Moderate
878,J45.909.878,"Unspecified asthma, uncomplicated (Variant #878)",Respiratory,Moderate
879,M17.11.879,"Unspecified primary osteoarthritis, right knee (Variant #879)",Musculoskeletal,Moderate
880,F41.1.880,Generalized anxiety disorder (Variant #880),Mental Health,Moderate
881,J06.9.881,"Acute upper respiratory infection, unspecified (Variant #881)",Respiratory,Mild
882,J06.9.882,"Acute upper respiratory infection, unspecified (Variant #882)",Respiratory,Mild
883,M54.5.883,"Low back pain, unspecified (Variant #883)",Musculoskeletal,Mild
884,J45.909.884,"Unspecified asthma, uncomplicated (Variant #884)",Respiratory,Moderate
885,I25.10.885,Atherosclerotic heart disease of native coronary artery (Variant #885),Cardiovascular,Severe
886,J18.9.886,"Pneumonia, unspecified organism (Variant #886)",Respiratory,Severe
887,G40.909.887,"Epilepsy, unspecified, not intractable (Variant #887)",Neurology,Severe
888,I10.888,Essential (primary) hypertension (Variant #888),Cardiovascular,Mild
889,E78.5.889,"Hyperlipidemia, unspecified (Variant #889)",Endocrine,Mild
890,K21.9.890,Gastro-esophageal reflux disease without esophagitis (Variant #890),Gastrointestinal,Mild
891,R07.9.891,"Chest pain, unspecified (Variant #891)",Cardiovascular,Severe
892,I10.892,Essential (primary) hypertension (Variant #892),Cardiovascular,Mild
893,I10.893,Essential (primary) hypertension (Variant #893),Cardiovascular,Mild
894,M54.5.894,"Low back pain, unspecified (Variant #894)",Musculoskeletal,Mild
895,G40.909.895,"Epilepsy, unspecified, not intractable (Variant #895)",Neurology,Severe
896,J18.9.896,"Pneumonia, unspecified organism (Variant #896)",Respiratory,Severe
897,F41.1.897,Generalized anxiety disorder (Variant #897),Mental Health,Moderate
898,M17.11.898,"Unspecified primary osteoarthritis, right knee (Variant #898)",Musculoskeletal,Moderate
899,K21.9.899,Gastro-esophageal reflux disease without esophagitis (Variant #899),Gastrointestinal,Mild
900,M17.11.900,"Unspecified primary osteoarthritis, right knee (Variant #900)",Musculoskeletal,Moderate
901,J45.909.901,"Unspecified asthma, uncomplicated (Variant #901)",Respiratory,Moderate
902,J18.9.902,"Pneumonia, unspecified organism (Variant #902)",Respiratory,Severe
903,M17.11.903,"Unspecified primary osteoarthritis, right knee (Variant #903)",Musculoskeletal,Moderate
904,C34.90.904,Malignant neoplasm of unspecified part of bronchus or lung (Variant #904),Oncology,Critical
905,I25.10.905,Atherosclerotic heart disease of native coronary artery (Variant #905),Cardiovascular,Severe
906,M54.5.906,"Low back pain, unspecified (Variant #906)",Musculoskeletal,Mild
907,J18.9.907,"Pneumonia, unspecified organism (Variant #907)",Respiratory,Severe
908,E11.9.908,Type 2 diabetes mellitus without complications (Variant #908),Endocrine,Moderate
909,N39.0.909,"Urinary tract infection, site not specified (Variant #909)",Urological,Moderate
910,E11.9.910,Type 2 diabetes mellitus without complications (Variant #910),Endocrine,Moderate
911,M54.5.911,"Low back pain, unspecified (Variant #911)",Musculoskeletal,Mild
912,M54.5.912,"Low back pain, unspecified (Variant #912)",Musculoskeletal,Mild
913,I10.913,Essential (primary) hypertension (Variant #913),Cardiovascular,Mild
914,K21.9.914,Gastro-esophageal reflux disease without esophagitis (Variant #914),Gastrointestinal,Mild
915,I25.10.915,Atherosclerotic heart disease of native coronary artery (Variant #915),Cardiovascular,Severe
916,J45.909.916,"Unspecified asthma, uncomplicated (Variant #916)",Respiratory,Moderate
917,N39.0.917,"Urinary tract infection, site not specified (Variant #917)",Urological,Moderate
918,G40.909.918,"Epilepsy, unspecified, not intractable (Variant #918)",Neurology,Severe
919,E11.9.919,Type 2 diabetes mellitus without complications (Variant #919),Endocrine,Moderate
920,R07.9.920,"Chest pain, unspecified (Variant #920)",Cardiovascular,Severe
921,F41.1.921,Generalized anxiety disorder (Variant #921),Mental Health,Moderate
922,E78.5.922,"Hyperlipidemia, unspecified (Variant #922)",Endocrine,Mild
923,R07.9.923,"Chest pain, unspecified (Variant #923)",Cardiovascular,Severe
924,J45.909.924,"Unspecified asthma, uncomplicated (Variant #924)",Respiratory,Moderate
925,E78.5.925,"Hyperlipidemia, unspecified (Variant #925)",Endocrine,Mild
926,E78.5.926,"Hyperlipidemia, unspecified (Variant #926)",Endocrine,Mild
927,K21.9.927,Gastro-esophageal reflux disease without esophagitis (Variant #927),Gastrointestinal,Mild
928,E11.9.928,Type 2 diabetes mellitus without complications (Variant #928),Endocrine,Moderate
929,M54.5.929,"Low back pain, unspecified (Variant #929)",Musculoskeletal,Mild
930,I25.10.930,Atherosclerotic heart disease of native coronary artery (Variant #930),Cardiovascular,Severe
931,E11.9.931,Type 2 diabetes mellitus without complications (Variant #931),Endocrine,Moderate
932,C34.90.932,Malignant neoplasm of unspecified part of bronchus or lung (Variant #932),Oncology,Critical
933,J06.9.933,"Acute upper respiratory infection, unspecified (Variant #933)",Respiratory,Mild
934,C34.90.934,Malignant neoplasm of unspecified part of bronchus or lung (Variant #934),Oncology,Critical
935,E11.9.935,Type 2 diabetes mellitus without complications (Variant #935),Endocrine,Moderate
936,I25.10.936,Atherosclerotic heart disease of native coronary artery (Variant #936),Cardiovascular,Severe
937,K21.9.937,Gastro-esophageal reflux disease without esophagitis (Variant #937),Gastrointestinal,Mild
938,C34.90.938,Malignant neoplasm of unspecified part of bronchus or lung (Variant #938),Oncology,Critical
939,M54.5.939,"Low back pain, unspecified (Variant #939)",Musculoskeletal,Mild
940,J45.909.940,"Unspecified asthma, uncomplicated (Variant #940)",Respiratory,Moderate
941,I10.941,Essential (primary) hypertension (Variant #941),Cardiovascular,Mild
942,M54.5.942,"Low back pain, unspecified (Variant #942)",Musculoskeletal,Mild
943,E11.9.943,Type 2 diabetes mellitus without complications (Variant #943),Endocrine,Moderate
944,R07.9.944,"Chest pain, unspecified (Variant #944)",Cardiovascular,Severe
945,F41.1.945,Generalized anxiety disorder (Variant #945),Mental Health,Moderate
946,N39.0.946,"Urinary tract infection, site not specified (Variant #946)",Urological,Moderate
947,N39.0.947,"Urinary tract infection, site not specified (Variant #947)",Urological,Moderate
948,E78.5.948,"Hyperlipidemia, unspecified (Variant #948)",Endocrine,Mild
949,E78.5.949,"Hyperlipidemia, unspecified (Variant #949)",Endocrine,Mild
950,E78.5.950,"Hyperlipidemia, unspecified (Variant #950)",Endocrine,Mild
951,M54.5.951,"Low back pain, unspecified (Variant #951)",Musculoskeletal,Mild
952,J18.9.952,"Pneumonia, unspecified organism (Variant #952)",Respiratory,Severe
953,E11.9.953,Type 2 diabetes mellitus without complications (Variant #953),Endocrine,Moderate
954,K21.9.954,Gastro-esophageal reflux disease without esophagitis (Variant #954),Gastrointestinal,Mild
955,C34.90.955,Malignant neoplasm of unspecified part of bronchus or lung (Variant #955),Oncology,Critical
956,G40.909.956,"Epilepsy, unspecified, not intractable (Variant #956)",Neurology,Severe
957,I25.10.957,Atherosclerotic heart disease of native coronary artery (Variant #957),Cardiovascular,Severe
958,M17.11.958,"Unspecified primary osteoarthritis, right knee (Variant #958)",Musculoskeletal,Moderate
959,K21.9.959,Gastro-esophageal reflux disease without esophagitis (Variant #959),Gastrointestinal,Mild
960,E78.5.960,"Hyperlipidemia, unspecified (Variant #960)",Endocrine,Mild
961,N39.0.961,"Urinary tract infection, site not specified (Variant #961)",Urological,Moderate
962,E78.5.962,"Hyperlipidemia, unspecified (Variant #962)",Endocrine,Mild
963,G40.909.963,"Epilepsy, unspecified, not intractable (Variant #963)",Neurology,Severe
964,G40.909.964,"Epilepsy, unspecified, not intractable (Variant #964)",Neurology,Severe
965,J45.909.965,"Unspecified asthma, uncomplicated (Variant #965)",Respiratory,Moderate
966,N39.0.966,"Urinary tract infection, site not specified (Variant #966)",Urological,Moderate
967,M17.11.967,"Unspecified primary osteoarthritis, right knee (Variant #967)",Musculoskeletal,Moderate
968,E11.9.968,Type 2 diabetes mellitus without complications (Variant #968),Endocrine,Moderate
969,I10.969,Essential (primary) hypertension (Variant #969),Cardiovascular,Mild
970,F41.1.970,Generalized anxiety disorder (Variant #970),Mental Health,Moderate
971,M17.11.971,"Unspecified primary osteoarthritis, right knee (Variant #971)",Musculoskeletal,Moderate
972,E78.5.972,"Hyperlipidemia, unspecified (Variant #972)",Endocrine,Mild
973,C34.90.973,Malignant neoplasm of unspecified part of bronchus or lung (Variant #973),Oncology,Critical
974,G40.909.974,"Epilepsy, unspecified, not intractable (Variant #974)",Neurology,Severe
975,I25.10.975,Atherosclerotic heart disease of native coronary artery (Variant #975),Cardiovascular,Severe
976,N39.0.976,"Urinary tract infection, site not specified (Variant #976)",Urological,Moderate
977,M54.5.977,"Low back pain, unspecified (Variant #977)",Musculoskeletal,Mild
978,N39.0.978,"Urinary tract infection, site not specified (Variant #978)",Urological,Moderate
979,J18.9.979,"Pneumonia, unspecified organism (Variant #979)",Respiratory,Severe
980,M17.11.980,"Unspecified primary osteoarthritis, right knee (Variant #980)",Musculoskeletal,Moderate
981,M17.11.981,"Unspecified primary osteoarthritis, right knee (Variant #981)",Musculoskeletal,Moderate
982,J06.9.982,"Acute upper respiratory infection, unspecified (Variant #982)",Respiratory,Mild
983,K21.9.983,Gastro-esophageal reflux disease without esophagitis (Variant #983),Gastrointestinal,Mild
984,J06.9.984,"Acute upper respiratory infection, unspecified (Variant #984)",Respiratory,Mild
985,E11.9.985,Type 2 diabetes mellitus without complications (Variant #985),Endocrine,Moderate
986,J18.9.986,"Pneumonia, unspecified organism (Variant #986)",Respiratory,Severe
987,J18.9.987,"Pneumonia, unspecified organism (Variant #987)",Respiratory,Severe
988,M17.11.988,"Unspecified primary osteoarthritis, right knee (Variant #988)",Musculoskeletal,Moderate
989,I25.10.989,Atherosclerotic heart disease of native coronary artery (Variant #989),Cardiovascular,Severe
990,K21.9.990,Gastro-esophageal reflux disease without esophagitis (Variant #990),Gastrointestinal,Mild
991,G40.909.991,"Epilepsy, unspecified, not intractable (Variant #991)",Neurology,Severe
992,E11.9.992,Type 2 diabetes mellitus without complications (Variant #992),Endocrine,Moderate
993,J18.9.993,"Pneumonia, unspecified organism (Variant #993)",Respiratory,Severe
994,I25.10.994,Atherosclerotic heart disease of native coronary artery (Variant #994),Cardiovascular,Severe
995,I25.10.995,Atherosclerotic heart disease of native coronary artery (Variant #995),Cardiovascular,Severe
996,E78.5.996,"Hyperlipidemia, unspecified (Variant #996)",Endocrine,Mild
997,E78.5.997,"Hyperlipidemia, unspecified (Variant #997)",Endocrine,Mild
998,E11.9.998,Type 2 diabetes mellitus without complications (Variant #998),Endocrine,Moderate
999,M54.5.999,"Low back pain, unspecified (Variant #999)",Musculoskeletal,Mild
1000,J18.9.1000,"Pneumonia, unspecified organism (Variant #1000)",Respiratory,Severe
1001,F41.1.1001,Generalized anxiety disorder (Variant #1001),Mental Health,Moderate
1002,N39.0.1002,"Urinary tract infection, site not specified (Variant #1002)",Urological,Moderate
1003,E11.9.1003,Type 2 diabetes mellitus without complications (Variant #1003),Endocrine,Moderate
1004,M17.11.1004,"Unspecified primary osteoarthritis, right knee (Variant #1004)",Musculoskeletal,Moderate
1005,J45.909.1005,"Unspecified asthma, uncomplicated (Variant #1005)",Respiratory,Moderate
1006,J18.9.1006,"Pneumonia, unspecified organism (Variant #1006)",Respiratory,Severe
1007,J45.909.1007,"Unspecified asthma, uncomplicated (Variant #1007)",Respiratory,Moderate
1008,I25.10.1008,Atherosclerotic heart disease of native coronary artery (Variant #1008),Cardiovascular,Severe
1009,C34.90.1009,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1009),Oncology,Critical
1010,N39.0.1010,"Urinary tract infection, site not specified (Variant #1010)",Urological,Moderate
