diagnosis_id,icd10_code,icd10_description,category,severity_level
834,C34.90.834,Malignant neoplasm of unspecified part of bronchus or lung (Variant #834),Oncology,Critical
835,R07.9.835,"Chest pain, unspecified (Variant #835)",Cardiovascular,Severe
836,E78.5.836,"Hyperlipidemia, unspecified (Variant #836)",Endocrine,Mild
837,K21.9.837,Gastro-esophageal reflux disease without esophagitis (Variant #837),Gastrointestinal,Mild
838,I25.10.838,Atherosclerotic heart disease of native coronary artery (Variant #838),Cardiovascular,Severe
839,N39.0.839,"Urinary tract infection, site not specified (Variant #839)",Urological,Moderate
840,N39.0.840,"Urinary tract infection, site not specified (Variant #840)",Urological,Moderate
841,J06.9.841,"Acute upper respiratory infection, unspecified (Variant #841)",Respiratory,Mild
842,I10.842,Essential (primary) hypertension (Variant #842),Cardiovascular,Mild
843,C34.90.843,Malignant neoplasm of unspecified part of bronchus or lung (Variant #843),Oncology,Critical
844,J06.9.844,"Acute upper respiratory infection, unspecified (Variant #844)",Respiratory,Mild
845,N39.0.845,"Urinary tract infection, site not specified (Variant #845)",Urological,Moderate
846,R07.9.846,"Chest pain, unspecified (Variant #846)",Cardiovascular,Severe
847,I25.10.847,Atherosclerotic heart disease of native coronary artery (Variant #847),Cardiovascular,Severe
848,J18.9.848,"Pneumonia, unspecified organism (Variant #848)",Respiratory,Severe
849,J06.9.849,"Acute upper respiratory infection, unspecified (Variant #849)",Respiratory,Mild
850,J45.909.850,"Unspecified asthma, uncomplicated (Variant #850)",Respiratory,Moderate
851,E11.9.851,Type 2 diabetes mellitus without complications (Variant #851),Endocrine,Moderate
852,F41.1.852,Generalized anxiety disorder (Variant #852),Mental Health,Moderate
853,F41.1.853,Generalized anxiety disorder (Variant #853),Mental Health,Moderate
854,N39.0.854,"Urinary tract infection, site not specified (Variant #854)",Urological,Moderate
855,N39.0.855,"Urinary tract infection, site not specified (Variant #855)",Urological,Moderate
856,J18.9.856,"Pneumonia, unspecified organism (Variant #856)",Respiratory,Severe
857,J06.9.857,"Acute upper respiratory infection, unspecified (Variant #857)",Respiratory,Mild
858,N39.0.858,"Urinary tract infection, site not specified (Variant #858)",Urological,Moderate
859,J45.909.859,"Unspecified asthma, uncomplicated (Variant #859)",Respiratory,Moderate
860,J45.909.860,"Unspecified asthma, uncomplicated (Variant #860)",Respiratory,Moderate
861,J06.9.861,"Acute upper respiratory infection, unspecified (Variant #861)",Respiratory,Mild
862,M54.5.862,"Low back pain, unspecified (Variant #862)",Musculoskeletal,Mild
863,J45.909.863,"Unspecified asthma, uncomplicated (Variant #863)",Respiratory,Moderate
864,I10.864,Essential (primary) hypertension (Variant #864),Cardiovascular,Mild
865,R07.9.865,"Chest pain, unspecified (Variant #865)",Cardiovascular,Severe
866,I10.866,Essential (primary) hypertension (Variant #866),Cardiovascular,Mild
867,K21.9.867,Gastro-esophageal reflux disease without esophagitis (Variant #867),Gastrointestinal,Mild
868,I25.10.868,Atherosclerotic heart disease of native coronary artery (Variant #868),Cardiovascular,Severe
869,M54.5.869,"Low back pain, unspecified (Variant #869)",Musculoskeletal,Mild
870,J06.9.870,"Acute upper respiratory infection, unspecified (Variant #870)",Respiratory,Mild
871,C34.90.871,Malignant neoplasm of unspecified part of bronchus or lung (Variant #871),Oncology,Critical
872,G40.909.872,"Epilepsy, unspecified, not intractable (Variant #872)",Neurology,Severe
873,R07.9.873,"Chest pain, unspecified (Variant #873)",Cardiovascular,Severe
874,K21.9.874,Gastro-esophageal reflux disease without esophagitis (Variant #874),Gastrointestinal,Mild
875,G40.909.875,"Epilepsy, unspecified, not intractable (Variant #875)",Neurology,Severe
876,M17.11.876,"Unspecified primary osteoarthritis, right knee (Variant #876)",Musculoskeletal,Moderate
877,E78.5.877,"Hyperlipidemia, unspecified (Variant #877)",Endocrine,Mild
878,I10.878,Essential (primary) hypertension (Variant #878),Cardiovascular,Mild
879,C34.90.879,Malignant neoplasm of unspecified part of bronchus or lung (Variant #879),Oncology,Critical
880,I10.880,Essential (primary) hypertension (Variant #880),Cardiovascular,Mild
881,I25.10.881,Atherosclerotic heart disease of native coronary artery (Variant #881),Cardiovascular,Severe
882,K21.9.882,Gastro-esophageal reflux disease without esophagitis (Variant #882),Gastrointestinal,Mild
883,C34.90.883,Malignant neoplasm of unspecified part of bronchus or lung (Variant #883),Oncology,Critical
884,F41.1.884,Generalized anxiety disorder (Variant #884),Mental Health,Moderate
885,J06.9.885,"Acute upper respiratory infection, unspecified (Variant #885)",Respiratory,Mild
886,F41.1.886,Generalized anxiety disorder (Variant #886),Mental Health,Moderate
887,E78.5.887,"Hyperlipidemia, unspecified (Variant #887)",Endocrine,Mild
888,J18.9.888,"Pneumonia, unspecified organism (Variant #888)",Respiratory,Severe
889,K21.9.889,Gastro-esophageal reflux disease without esophagitis (Variant #889),Gastrointestinal,Mild
890,C34.90.890,Malignant neoplasm of unspecified part of bronchus or lung (Variant #890),Oncology,Critical
891,C34.90.891,Malignant neoplasm of unspecified part of bronchus or lung (Variant #891),Oncology,Critical
892,I25.10.892,Atherosclerotic heart disease of native coronary artery (Variant #892),Cardiovascular,Severe
893,M54.5.893,"Low back pain, unspecified (Variant #893)",Musculoskeletal,Mild
894,C34.90.894,Malignant neoplasm of unspecified part of bronchus or lung (Variant #894),Oncology,Critical
895,K21.9.895,Gastro-esophageal reflux disease without esophagitis (Variant #895),Gastrointestinal,Mild
896,K21.9.896,Gastro-esophageal reflux disease without esophagitis (Variant #896),Gastrointestinal,Mild
897,J45.909.897,"Unspecified asthma, uncomplicated (Variant #897)",Respiratory,Moderate
898,I25.10.898,Atherosclerotic heart disease of native coronary artery (Variant #898),Cardiovascular,Severe
899,E78.5.899,"Hyperlipidemia, unspecified (Variant #899)",Endocrine,Mild
900,M17.11.900,"Unspecified primary osteoarthritis, right knee (Variant #900)",Musculoskeletal,Moderate
901,K21.9.901,Gastro-esophageal reflux disease without esophagitis (Variant #901),Gastrointestinal,Mild
902,C34.90.902,Malignant neoplasm of unspecified part of bronchus or lung (Variant #902),Oncology,Critical
903,G40.909.903,"Epilepsy, unspecified, not intractable (Variant #903)",Neurology,Severe
904,M17.11.904,"Unspecified primary osteoarthritis, right knee (Variant #904)",Musculoskeletal,Moderate
905,I10.905,Essential (primary) hypertension (Variant #905),Cardiovascular,Mild
906,G40.909.906,"Epilepsy, unspecified, not intractable (Variant #906)",Neurology,Severe
907,G40.909.907,"Epilepsy, unspecified, not intractable (Variant #907)",Neurology,Severe
908,J06.9.908,"Acute upper respiratory infection, unspecified (Variant #908)",Respiratory,Mild
909,C34.90.909,Malignant neoplasm of unspecified part of bronchus or lung (Variant #909),Oncology,Critical
910,I25.10.910,Atherosclerotic heart disease of native coronary artery (Variant #910),Cardiovascular,Severe
911,G40.909.911,"Epilepsy, unspecified, not intractable (Variant #911)",Neurology,Severe
912,E11.9.912,Type 2 diabetes mellitus without complications (Variant #912),Endocrine,Moderate
913,M17.11.913,"Unspecified primary osteoarthritis, right knee (Variant #913)",Musculoskeletal,Moderate
914,E11.9.914,Type 2 diabetes mellitus without complications (Variant #914),Endocrine,Moderate
915,M17.11.915,"Unspecified primary osteoarthritis, right knee (Variant #915)",Musculoskeletal,Moderate
916,F41.1.916,Generalized anxiety disorder (Variant #916),Mental Health,Moderate
917,G40.909.917,"Epilepsy, unspecified, not intractable (Variant #917)",Neurology,Severe
918,C34.90.918,Malignant neoplasm of unspecified part of bronchus or lung (Variant #918),Oncology,Critical
919,C34.90.919,Malignant neoplasm of unspecified part of bronchus or lung (Variant #919),Oncology,Critical
920,G40.909.920,"Epilepsy, unspecified, not intractable (Variant #920)",Neurology,Severe
921,G40.909.921,"Epilepsy, unspecified, not intractable (Variant #921)",Neurology,Severe
922,M17.11.922,"Unspecified primary osteoarthritis, right knee (Variant #922)",Musculoskeletal,Moderate
923,I25.10.923,Atherosclerotic heart disease of native coronary artery (Variant #923),Cardiovascular,Severe
924,M17.11.924,"Unspecified primary osteoarthritis, right knee (Variant #924)",Musculoskeletal,Moderate
925,C34.90.925,Malignant neoplasm of unspecified part of bronchus or lung (Variant #925),Oncology,Critical
926,M17.11.926,"Unspecified primary osteoarthritis, right knee (Variant #926)",Musculoskeletal,Moderate
927,M54.5.927,"Low back pain, unspecified (Variant #927)",Musculoskeletal,Mild
928,J18.9.928,"Pneumonia, unspecified organism (Variant #928)",Respiratory,Severe
929,J18.9.929,"Pneumonia, unspecified organism (Variant #929)",Respiratory,Severe
930,K21.9.930,Gastro-esophageal reflux disease without esophagitis (Variant #930),Gastrointestinal,Mild
931,J18.9.931,"Pneumonia, unspecified organism (Variant #931)",Respiratory,Severe
932,R07.9.932,"Chest pain, unspecified (Variant #932)",Cardiovascular,Severe
933,G40.909.933,"Epilepsy, unspecified, not intractable (Variant #933)",Neurology,Severe
934,I25.10.934,Atherosclerotic heart disease of native coronary artery (Variant #934),Cardiovascular,Severe
935,C34.90.935,Malignant neoplasm of unspecified part of bronchus or lung (Variant #935),Oncology,Critical
936,M17.11.936,"Unspecified primary osteoarthritis, right knee (Variant #936)",Musculoskeletal,Moderate
937,M54.5.937,"Low back pain, unspecified (Variant #937)",Musculoskeletal,Mild
938,J45.909.938,"Unspecified asthma, uncomplicated (Variant #938)",Respiratory,Moderate
939,C34.90.939,Malignant neoplasm of unspecified part of bronchus or lung (Variant #939),Oncology,Critical
940,J06.9.940,"Acute upper respiratory infection, unspecified (Variant #940)",Respiratory,Mild
941,N39.0.941,"Urinary tract infection, site not specified (Variant #941)",Urological,Moderate
942,R07.9.942,"Chest pain, unspecified (Variant #942)",Cardiovascular,Severe
943,M17.11.943,"Unspecified primary osteoarthritis, right knee (Variant #943)",Musculoskeletal,Moderate
944,I25.10.944,Atherosclerotic heart disease of native coronary artery (Variant #944),Cardiovascular,Severe
945,J18.9.945,"Pneumonia, unspecified organism (Variant #945)",Respiratory,Severe
946,C34.90.946,Malignant neoplasm of unspecified part of bronchus or lung (Variant #946),Oncology,Critical
947,K21.9.947,Gastro-esophageal reflux disease without esophagitis (Variant #947),Gastrointestinal,Mild
948,K21.9.948,Gastro-esophageal reflux disease without esophagitis (Variant #948),Gastrointestinal,Mild
949,I25.10.949,Atherosclerotic heart disease of native coronary artery (Variant #949),Cardiovascular,Severe
950,M17.11.950,"Unspecified primary osteoarthritis, right knee (Variant #950)",Musculoskeletal,Moderate
951,J45.909.951,"Unspecified asthma, uncomplicated (Variant #951)",Respiratory,Moderate
952,I10.952,Essential (primary) hypertension (Variant #952),Cardiovascular,Mild
953,I10.953,Essential (primary) hypertension (Variant #953),Cardiovascular,Mild
954,G40.909.954,"Epilepsy, unspecified, not intractable (Variant #954)",Neurology,Severe
955,R07.9.955,"Chest pain, unspecified (Variant #955)",Cardiovascular,Severe
956,N39.0.956,"Urinary tract infection, site not specified (Variant #956)",Urological,Moderate
957,I10.957,Essential (primary) hypertension (Variant #957),Cardiovascular,Mild
958,F41.1.958,Generalized anxiety disorder (Variant #958),Mental Health,Moderate
959,J18.9.959,"Pneumonia, unspecified organism (Variant #959)",Respiratory,Severe
960,I25.10.960,Atherosclerotic heart disease of native coronary artery (Variant #960),Cardiovascular,Severe
961,G40.909.961,"Epilepsy, unspecified, not intractable (Variant #961)",Neurology,Severe
962,J18.9.962,"Pneumonia, unspecified organism (Variant #962)",Respiratory,Severe
963,C34.90.963,Malignant neoplasm of unspecified part of bronchus or lung (Variant #963),Oncology,Critical
964,E11.9.964,Type 2 diabetes mellitus without complications (Variant #964),Endocrine,Moderate
965,E11.9.965,Type 2 diabetes mellitus without complications (Variant #965),Endocrine,Moderate
966,E78.5.966,"Hyperlipidemia, unspecified (Variant #966)",Endocrine,Mild
967,E78.5.967,"Hyperlipidemia, unspecified (Variant #967)",Endocrine,Mild
968,C34.90.968,Malignant neoplasm of unspecified part of bronchus or lung (Variant #968),Oncology,Critical
969,I25.10.969,Atherosclerotic heart disease of native coronary artery (Variant #969),Cardiovascular,Severe
970,I10.970,Essential (primary) hypertension (Variant #970),Cardiovascular,Mild
971,N39.0.971,"Urinary tract infection, site not specified (Variant #971)",Urological,Moderate
972,E78.5.972,"Hyperlipidemia, unspecified (Variant #972)",Endocrine,Mild
973,M17.11.973,"Unspecified primary osteoarthritis, right knee (Variant #973)",Musculoskeletal,Moderate
974,K21.9.974,Gastro-esophageal reflux disease without esophagitis (Variant #974),Gastrointestinal,Mild
975,J45.909.975,"Unspecified asthma, uncomplicated (Variant #975)",Respiratory,Moderate
976,J18.9.976,"Pneumonia, unspecified organism (Variant #976)",Respiratory,Severe
977,J45.909.977,"Unspecified asthma, uncomplicated (Variant #977)",Respiratory,Moderate
978,J18.9.978,"Pneumonia, unspecified organism (Variant #978)",Respiratory,Severe
979,M54.5.979,"Low back pain, unspecified (Variant #979)",Musculoskeletal,Mild
980,E11.9.980,Type 2 diabetes mellitus without complications (Variant #980),Endocrine,Moderate
981,R07.9.981,"Chest pain, unspecified (Variant #981)",Cardiovascular,Severe
982,G40.909.982,"Epilepsy, unspecified, not intractable (Variant #982)",Neurology,Severe
983,F41.1.983,Generalized anxiety disorder (Variant #983),Mental Health,Moderate
984,J45.909.984,"Unspecified asthma, uncomplicated (Variant #984)",Respiratory,Moderate
985,J06.9.985,"Acute upper respiratory infection, unspecified (Variant #985)",Respiratory,Mild
986,C34.90.986,Malignant neoplasm of unspecified part of bronchus or lung (Variant #986),Oncology,Critical
987,E11.9.987,Type 2 diabetes mellitus without complications (Variant #987),Endocrine,Moderate
988,J06.9.988,"Acute upper respiratory infection, unspecified (Variant #988)",Respiratory,Mild
989,G40.909.989,"Epilepsy, unspecified, not intractable (Variant #989)",Neurology,Severe
990,I10.990,Essential (primary) hypertension (Variant #990),Cardiovascular,Mild
991,M17.11.991,"Unspecified primary osteoarthritis, right knee (Variant #991)",Musculoskeletal,Moderate
992,M17.11.992,"Unspecified primary osteoarthritis, right knee (Variant #992)",Musculoskeletal,Moderate
993,C34.90.993,Malignant neoplasm of unspecified part of bronchus or lung (Variant #993),Oncology,Critical
994,M54.5.994,"Low back pain, unspecified (Variant #994)",Musculoskeletal,Mild
995,J45.909.995,"Unspecified asthma, uncomplicated (Variant #995)",Respiratory,Moderate
996,I10.996,Essential (primary) hypertension (Variant #996),Cardiovascular,Mild
997,R07.9.997,"Chest pain, unspecified (Variant #997)",Cardiovascular,Severe
998,J18.9.998,"Pneumonia, unspecified organism (Variant #998)",Respiratory,Severe
999,R07.9.999,"Chest pain, unspecified (Variant #999)",Cardiovascular,Severe
1000,I25.10.1000,Atherosclerotic heart disease of native coronary artery (Variant #1000),Cardiovascular,Severe
1001,G40.909.1001,"Epilepsy, unspecified, not intractable (Variant #1001)",Neurology,Severe
1002,E11.9.1002,Type 2 diabetes mellitus without complications (Variant #1002),Endocrine,Moderate
